"","precursor_name","updated_precursor_name"
"762","SIL_SM(18:1)_d7_Lipidyzer","SIL_SM(d18:1/18:1)_d7"
"763","SIL_SM(18:1)_d9_SPLASH","SIL_SM(d18:1/18:1)_d9"
"764","SIL_SM(24:0)_d7_Lipidyzer","SIL_SM(d18:1/24:0)_d7"
"765","SIL_SM(24:1)_d7_Lipidyzer","SIL_SM(d18:1/24:1)_d7"
"766","SM(14:0)","SM(d18:1/14:0)"
"767","SM(16:0)","SM(d18:1/16:0)"
"768","SM(18:0)","SM(d18:1/18:0)"
"769","SM(18:1)","SM(d18:1/18:1)"
"770","SM(20:0)","SM(d18:1/20:0)"
"771","SM(20:1)","SM(d18:1/20:1)"
"772","SM(22:0)","SM(d18:1/22:0)"
"773","SM(22:1)","SM(d18:1/22:1)"
"774","SM(24:0)","SM(d18:1/24:0)"
"775","SM(24:1)","SM(d18:1/24:1)"
"776","SM(26:0)","SM(d18:1/26:0)"
"777","SM(26:1)","SM(d18:1/26:1)"
"778","SIL_TAG(15:0_18:1_15:0)_d7_SPLASH","SIL_TG(15:0_18:1_15:0)_d7"
"779","SIL_TAG(50:1_FA16:0)_d9_Lipidyzer","SIL_TG(50:1_FA16:0)_d9"
"780","SIL_TAG(52:1_FA18:0)_d9_Lipidyzer","SIL_TG(52:1_FA18:0)_d9"
"781","SIL_TAG(52:2_FA18:1)_d9_Lipidyzer","SIL_TG(52:2_FA18:1)_d9"
"782","SIL_TAG(52:3_FA18:2)_d9_Lipidyzer","SIL_TG(52:3_FA18:2)_d9"
"783","SIL_TAG(52:4_FA18:3)_d9_Lipidyzer","SIL_TG(52:4_FA18:3)_d9"
"784","SIL_TAG(54:4_FA20:3)_d9_Lipidyzer","SIL_TG(54:4_FA20:3)_d9"
"785","SIL_TAG(54:5_FA20:4)_d9_Lipidyzer","SIL_TG(54:5_FA20:4)_d9"
"786","SIL_TAG(56:7_FA22:6)_d9_Lipidyzer","SIL_TG(56:7_FA22:6)_d9"
"787","TAG(40:0_FA14:0)","TG(40:0_FA14:0)"
"788","TAG(40:0_FA16:0)","TG(40:0_FA16:0)"
"789","TAG(42:0_FA14:0)","TG(42:0_FA14:0)"
"790","TAG(42:0_FA16:0)","TG(42:0_FA16:0)"
"791","TAG(42:1_FA14:0)","TG(42:1_FA14:0)"
"792","TAG(42:1_FA16:0)","TG(42:1_FA16:0)"
"793","TAG(42:1_FA16:1)","TG(42:1_FA16:1)"
"794","TAG(42:1_FA18:1)","TG(42:1_FA18:1)"
"795","TAG(42:2_FA18:2)","TG(42:2_FA18:2)"
"796","TAG(44:0_FA14:0)","TG(44:0_FA14:0)"
"797","TAG(44:0_FA16:0)","TG(44:0_FA16:0)"
"798","TAG(44:0_FA18:0)","TG(44:0_FA18:0)"
"799","TAG(44:1_FA14:0)","TG(44:1_FA14:0)"
"800","TAG(44:1_FA16:0)","TG(44:1_FA16:0)"
"801","TAG(44:1_FA16:1)","TG(44:1_FA16:1)"
"802","TAG(44:1_FA18:1)","TG(44:1_FA18:1)"
"803","TAG(44:2_FA14:0)","TG(44:2_FA14:0)"
"804","TAG(44:2_FA16:0)","TG(44:2_FA16:0)"
"805","TAG(44:2_FA16:1)","TG(44:2_FA16:1)"
"806","TAG(44:2_FA18:1)","TG(44:2_FA18:1)"
"807","TAG(44:2_FA18:2)","TG(44:2_FA18:2)"
"808","TAG(44:3_FA18:2)","TG(44:3_FA18:2)"
"809","TAG(45:0_FA14:0)","TG(45:0_FA14:0)"
"810","TAG(45:0_FA16:0)","TG(45:0_FA16:0)"
"811","TAG(45:1_FA16:0)","TG(45:1_FA16:0)"
"812","TAG(45:1_FA18:1)","TG(45:1_FA18:1)"
"813","TAG(46:0_FA14:0)","TG(46:0_FA14:0)"
"814","TAG(46:0_FA16:0)","TG(46:0_FA16:0)"
"815","TAG(46:0_FA18:0)","TG(46:0_FA18:0)"
"816","TAG(46:1_FA14:0)","TG(46:1_FA14:0)"
"817","TAG(46:1_FA16:0)","TG(46:1_FA16:0)"
"818","TAG(46:1_FA16:1)","TG(46:1_FA16:1)"
"819","TAG(46:1_FA18:0)","TG(46:1_FA18:0)"
"820","TAG(46:1_FA18:1)","TG(46:1_FA18:1)"
"821","TAG(46:2_FA14:0)","TG(46:2_FA14:0)"
"822","TAG(46:2_FA16:0)","TG(46:2_FA16:0)"
"823","TAG(46:2_FA16:1)","TG(46:2_FA16:1)"
"824","TAG(46:2_FA18:1)","TG(46:2_FA18:1)"
"825","TAG(46:2_FA18:2)","TG(46:2_FA18:2)"
"826","TAG(46:3_FA14:0)","TG(46:3_FA14:0)"
"827","TAG(46:3_FA16:0)","TG(46:3_FA16:0)"
"828","TAG(46:3_FA16:1)","TG(46:3_FA16:1)"
"829","TAG(46:3_FA18:1)","TG(46:3_FA18:1)"
"830","TAG(46:3_FA18:2)","TG(46:3_FA18:2)"
"831","TAG(46:3_FA18:3)","TG(46:3_FA18:3)"
"832","TAG(46:4_FA18:2)","TG(46:4_FA18:2)"
"833","TAG(47:0_FA14:0)","TG(47:0_FA14:0)"
"834","TAG(47:0_FA16:0)","TG(47:0_FA16:0)"
"835","TAG(47:0_FA17:0)","TG(47:0_FA17:0)"
"836","TAG(47:1_FA14:0)","TG(47:1_FA14:0)"
"837","TAG(47:1_FA16:0)","TG(47:1_FA16:0)"
"838","TAG(47:1_FA16:1)","TG(47:1_FA16:1)"
"839","TAG(47:1_FA17:0)","TG(47:1_FA17:0)"
"840","TAG(47:1_FA18:1)","TG(47:1_FA18:1)"
"841","TAG(47:2_FA14:0)","TG(47:2_FA14:0)"
"842","TAG(47:2_FA16:1)","TG(47:2_FA16:1)"
"843","TAG(47:2_FA18:1)","TG(47:2_FA18:1)"
"844","TAG(47:2_FA18:2)","TG(47:2_FA18:2)"
"845","TAG(48:0_FA14:0)","TG(48:0_FA14:0)"
"846","TAG(48:0_FA16:0)","TG(48:0_FA16:0)"
"847","TAG(48:0_FA18:0)","TG(48:0_FA18:0)"
"848","TAG(48:1_FA14:0)","TG(48:1_FA14:0)"
"849","TAG(48:1_FA16:0)","TG(48:1_FA16:0)"
"850","TAG(48:1_FA16:1)","TG(48:1_FA16:1)"
"851","TAG(48:1_FA18:0)","TG(48:1_FA18:0)"
"852","TAG(48:1_FA18:1)","TG(48:1_FA18:1)"
"853","TAG(48:2_FA14:0)","TG(48:2_FA14:0)"
"854","TAG(48:2_FA16:0)","TG(48:2_FA16:0)"
"855","TAG(48:2_FA16:1)","TG(48:2_FA16:1)"
"856","TAG(48:2_FA18:0)","TG(48:2_FA18:0)"
"857","TAG(48:2_FA18:1)","TG(48:2_FA18:1)"
"858","TAG(48:2_FA18:2)","TG(48:2_FA18:2)"
"859","TAG(48:3_FA14:0)","TG(48:3_FA14:0)"
"860","TAG(48:3_FA16:0)","TG(48:3_FA16:0)"
"861","TAG(48:3_FA16:1)","TG(48:3_FA16:1)"
"862","TAG(48:3_FA18:1)","TG(48:3_FA18:1)"
"863","TAG(48:3_FA18:2)","TG(48:3_FA18:2)"
"864","TAG(48:3_FA18:3)","TG(48:3_FA18:3)"
"865","TAG(48:4_FA14:0)","TG(48:4_FA14:0)"
"866","TAG(48:4_FA16:0)","TG(48:4_FA16:0)"
"867","TAG(48:4_FA16:1)","TG(48:4_FA16:1)"
"868","TAG(48:4_FA18:1)","TG(48:4_FA18:1)"
"869","TAG(48:4_FA18:2)","TG(48:4_FA18:2)"
"870","TAG(48:4_FA18:3)","TG(48:4_FA18:3)"
"871","TAG(48:4_FA20:4)","TG(48:4_FA20:4)"
"872","TAG(48:5_FA18:2)","TG(48:5_FA18:2)"
"873","TAG(48:5_FA18:3)","TG(48:5_FA18:3)"
"874","TAG(49:0_FA16:0)","TG(49:0_FA16:0)"
"875","TAG(49:0_FA17:0)","TG(49:0_FA17:0)"
"876","TAG(49:0_FA18:0)","TG(49:0_FA18:0)"
"877","TAG(49:1_FA14:0)","TG(49:1_FA14:0)"
"878","TAG(49:1_FA16:0)","TG(49:1_FA16:0)"
"879","TAG(49:1_FA16:1)","TG(49:1_FA16:1)"
"880","TAG(49:1_FA17:0)","TG(49:1_FA17:0)"
"881","TAG(49:1_FA18:1)","TG(49:1_FA18:1)"
"882","TAG(49:2_FA14:0)","TG(49:2_FA14:0)"
"883","TAG(49:2_FA16:0)","TG(49:2_FA16:0)"
"884","TAG(49:2_FA16:1)","TG(49:2_FA16:1)"
"885","TAG(49:2_FA17:0)","TG(49:2_FA17:0)"
"886","TAG(49:2_FA18:1)","TG(49:2_FA18:1)"
"887","TAG(49:2_FA18:2)","TG(49:2_FA18:2)"
"888","TAG(49:3_FA16:0)","TG(49:3_FA16:0)"
"889","TAG(49:3_FA16:1)","TG(49:3_FA16:1)"
"890","TAG(49:3_FA18:2)","TG(49:3_FA18:2)"
"891","TAG(49:3_FA18:3)","TG(49:3_FA18:3)"
"892","TAG(50:0_FA14:0)","TG(50:0_FA14:0)"
"893","TAG(50:0_FA16:0)","TG(50:0_FA16:0)"
"894","TAG(50:0_FA18:0)","TG(50:0_FA18:0)"
"895","TAG(50:1_FA14:0)","TG(50:1_FA14:0)"
"896","TAG(50:1_FA16:0)","TG(50:1_FA16:0)"
"897","TAG(50:1_FA16:1)","TG(50:1_FA16:1)"
"898","TAG(50:1_FA18:0)","TG(50:1_FA18:0)"
"899","TAG(50:1_FA18:1)","TG(50:1_FA18:1)"
"900","TAG(50:1_FA20:1)","TG(50:1_FA20:1)"
"901","TAG(50:2_FA14:0)","TG(50:2_FA14:0)"
"902","TAG(50:2_FA16:0)","TG(50:2_FA16:0)"
"903","TAG(50:2_FA16:1)","TG(50:2_FA16:1)"
"904","TAG(50:2_FA18:0)","TG(50:2_FA18:0)"
"905","TAG(50:2_FA18:1)","TG(50:2_FA18:1)"
"906","TAG(50:2_FA18:2)","TG(50:2_FA18:2)"
"907","TAG(50:2_FA20:2)","TG(50:2_FA20:2)"
"908","TAG(50:3_FA14:0)","TG(50:3_FA14:0)"
"909","TAG(50:3_FA16:0)","TG(50:3_FA16:0)"
"910","TAG(50:3_FA16:1)","TG(50:3_FA16:1)"
"911","TAG(50:3_FA18:0)","TG(50:3_FA18:0)"
"912","TAG(50:3_FA18:1)","TG(50:3_FA18:1)"
"913","TAG(50:3_FA18:2)","TG(50:3_FA18:2)"
"914","TAG(50:3_FA18:3)","TG(50:3_FA18:3)"
"915","TAG(50:3_FA20:3)","TG(50:3_FA20:3)"
"916","TAG(50:4_FA14:0)","TG(50:4_FA14:0)"
"917","TAG(50:4_FA16:0)","TG(50:4_FA16:0)"
"918","TAG(50:4_FA16:1)","TG(50:4_FA16:1)"
"919","TAG(50:4_FA18:1)","TG(50:4_FA18:1)"
"920","TAG(50:4_FA18:2)","TG(50:4_FA18:2)"
"921","TAG(50:4_FA18:3)","TG(50:4_FA18:3)"
"922","TAG(50:4_FA20:3)","TG(50:4_FA20:3)"
"923","TAG(50:4_FA20:4)","TG(50:4_FA20:4)"
"924","TAG(50:5_FA14:0)","TG(50:5_FA14:0)"
"925","TAG(50:5_FA16:0)","TG(50:5_FA16:0)"
"926","TAG(50:5_FA16:1)","TG(50:5_FA16:1)"
"927","TAG(50:5_FA18:1)","TG(50:5_FA18:1)"
"928","TAG(50:5_FA18:2)","TG(50:5_FA18:2)"
"929","TAG(50:5_FA18:3)","TG(50:5_FA18:3)"
"930","TAG(50:5_FA20:4)","TG(50:5_FA20:4)"
"931","TAG(50:5_FA20:5)","TG(50:5_FA20:5)"
"932","TAG(50:6_FA20:4)","TG(50:6_FA20:4)"
"933","TAG(51:0_FA16:0)","TG(51:0_FA16:0)"
"934","TAG(51:0_FA17:0)","TG(51:0_FA17:0)"
"935","TAG(51:0_FA18:0)","TG(51:0_FA18:0)"
"936","TAG(51:1_FA16:0)","TG(51:1_FA16:0)"
"937","TAG(51:1_FA17:0)","TG(51:1_FA17:0)"
"938","TAG(51:1_FA18:0)","TG(51:1_FA18:0)"
"939","TAG(51:1_FA18:1)","TG(51:1_FA18:1)"
"940","TAG(51:2_FA16:0)","TG(51:2_FA16:0)"
"941","TAG(51:2_FA16:1)","TG(51:2_FA16:1)"
"942","TAG(51:2_FA17:0)","TG(51:2_FA17:0)"
"943","TAG(51:2_FA18:1)","TG(51:2_FA18:1)"
"944","TAG(51:2_FA18:2)","TG(51:2_FA18:2)"
"945","TAG(51:3_FA16:1)","TG(51:3_FA16:1)"
"946","TAG(51:3_FA17:0)","TG(51:3_FA17:0)"
"947","TAG(51:3_FA18:2)","TG(51:3_FA18:2)"
"948","TAG(51:3_FA18:3)","TG(51:3_FA18:3)"
"949","TAG(51:4_FA16:1)","TG(51:4_FA16:1)"
"950","TAG(51:4_FA18:2)","TG(51:4_FA18:2)"
"951","TAG(51:4_FA18:3)","TG(51:4_FA18:3)"
"952","TAG(51:4_FA20:4)","TG(51:4_FA20:4)"
"953","TAG(51:5_FA18:2)","TG(51:5_FA18:2)"
"954","TAG(51:5_FA18:3)","TG(51:5_FA18:3)"
"955","TAG(52:0_FA16:0)","TG(52:0_FA16:0)"
"956","TAG(52:0_FA18:0)","TG(52:0_FA18:0)"
"957","TAG(52:0_FA20:0)","TG(52:0_FA20:0)"
"958","TAG(52:1_FA16:0)","TG(52:1_FA16:0)"
"959","TAG(52:1_FA16:1)","TG(52:1_FA16:1)"
"960","TAG(52:1_FA18:0)","TG(52:1_FA18:0)"
"961","TAG(52:1_FA18:1)","TG(52:1_FA18:1)"
"962","TAG(52:1_FA20:0)","TG(52:1_FA20:0)"
"963","TAG(52:1_FA20:1)","TG(52:1_FA20:1)"
"964","TAG(52:2_FA14:0)","TG(52:2_FA14:0)"
"965","TAG(52:2_FA16:0)","TG(52:2_FA16:0)"
"966","TAG(52:2_FA16:1)","TG(52:2_FA16:1)"
"967","TAG(52:2_FA18:0)","TG(52:2_FA18:0)"
"968","TAG(52:2_FA18:1)","TG(52:2_FA18:1)"
"969","TAG(52:2_FA18:2)","TG(52:2_FA18:2)"
"970","TAG(52:2_FA20:0)","TG(52:2_FA20:0)"
"971","TAG(52:2_FA20:1)","TG(52:2_FA20:1)"
"972","TAG(52:2_FA20:2)","TG(52:2_FA20:2)"
"973","TAG(52:3_FA14:0)","TG(52:3_FA14:0)"
"974","TAG(52:3_FA16:0)","TG(52:3_FA16:0)"
"975","TAG(52:3_FA16:1)","TG(52:3_FA16:1)"
"976","TAG(52:3_FA18:0)","TG(52:3_FA18:0)"
"977","TAG(52:3_FA18:1)","TG(52:3_FA18:1)"
"978","TAG(52:3_FA18:2)","TG(52:3_FA18:2)"
"979","TAG(52:3_FA18:3)","TG(52:3_FA18:3)"
"980","TAG(52:3_FA20:0)","TG(52:3_FA20:0)"
"981","TAG(52:3_FA20:1)","TG(52:3_FA20:1)"
"982","TAG(52:3_FA20:2)","TG(52:3_FA20:2)"
"983","TAG(52:3_FA20:3)","TG(52:3_FA20:3)"
"984","TAG(52:4_FA14:0)","TG(52:4_FA14:0)"
"985","TAG(52:4_FA16:0)","TG(52:4_FA16:0)"
"986","TAG(52:4_FA16:1)","TG(52:4_FA16:1)"
"987","TAG(52:4_FA18:0)","TG(52:4_FA18:0)"
"988","TAG(52:4_FA18:1)","TG(52:4_FA18:1)"
"989","TAG(52:4_FA18:2)","TG(52:4_FA18:2)"
"990","TAG(52:4_FA18:3)","TG(52:4_FA18:3)"
"991","TAG(52:4_FA20:0)","TG(52:4_FA20:0)"
"992","TAG(52:4_FA20:2)","TG(52:4_FA20:2)"
"993","TAG(52:4_FA20:3)","TG(52:4_FA20:3)"
"994","TAG(52:4_FA20:4)","TG(52:4_FA20:4)"
"995","TAG(52:4_FA22:4)","TG(52:4_FA22:4)"
"996","TAG(52:5_FA14:0)","TG(52:5_FA14:0)"
"997","TAG(52:5_FA16:0)","TG(52:5_FA16:0)"
"998","TAG(52:5_FA16:1)","TG(52:5_FA16:1)"
"999","TAG(52:5_FA18:1)","TG(52:5_FA18:1)"
"1000","TAG(52:5_FA18:2)","TG(52:5_FA18:2)"
"1001","TAG(52:5_FA18:3)","TG(52:5_FA18:3)"
"1002","TAG(52:5_FA20:3)","TG(52:5_FA20:3)"
"1003","TAG(52:5_FA20:4)","TG(52:5_FA20:4)"
"1004","TAG(52:5_FA20:5)","TG(52:5_FA20:5)"
"1005","TAG(52:5_FA22:5)","TG(52:5_FA22:5)"
"1006","TAG(52:6_FA14:0)","TG(52:6_FA14:0)"
"1007","TAG(52:6_FA16:0)","TG(52:6_FA16:0)"
"1008","TAG(52:6_FA16:1)","TG(52:6_FA16:1)"
"1009","TAG(52:6_FA18:1)","TG(52:6_FA18:1)"
"1010","TAG(52:6_FA18:2)","TG(52:6_FA18:2)"
"1011","TAG(52:6_FA18:3)","TG(52:6_FA18:3)"
"1012","TAG(52:6_FA20:4)","TG(52:6_FA20:4)"
"1013","TAG(52:6_FA20:5)","TG(52:6_FA20:5)"
"1014","TAG(52:6_FA22:6)","TG(52:6_FA22:6)"
"1015","TAG(52:7_FA16:0)","TG(52:7_FA16:0)"
"1016","TAG(52:7_FA18:1)","TG(52:7_FA18:1)"
"1017","TAG(52:7_FA20:5)","TG(52:7_FA20:5)"
"1018","TAG(52:7_FA22:6)","TG(52:7_FA22:6)"
"1019","TAG(52:8_FA16:1)","TG(52:8_FA16:1)"
"1020","TAG(52:8_FA18:2)","TG(52:8_FA18:2)"
"1021","TAG(53:0_FA16:0)","TG(53:0_FA16:0)"
"1022","TAG(53:1_FA16:0)","TG(53:1_FA16:0)"
"1023","TAG(53:1_FA17:0)","TG(53:1_FA17:0)"
"1024","TAG(53:1_FA18:0)","TG(53:1_FA18:0)"
"1025","TAG(53:1_FA18:1)","TG(53:1_FA18:1)"
"1026","TAG(53:2_FA16:0)","TG(53:2_FA16:0)"
"1027","TAG(53:2_FA17:0)","TG(53:2_FA17:0)"
"1028","TAG(53:2_FA18:1)","TG(53:2_FA18:1)"
"1029","TAG(53:2_FA18:2)","TG(53:2_FA18:2)"
"1030","TAG(53:3_FA16:0)","TG(53:3_FA16:0)"
"1031","TAG(53:3_FA17:0)","TG(53:3_FA17:0)"
"1032","TAG(53:3_FA18:2)","TG(53:3_FA18:2)"
"1033","TAG(53:4_FA16:0)","TG(53:4_FA16:0)"
"1034","TAG(53:4_FA17:0)","TG(53:4_FA17:0)"
"1035","TAG(53:4_FA18:2)","TG(53:4_FA18:2)"
"1036","TAG(53:4_FA18:3)","TG(53:4_FA18:3)"
"1037","TAG(53:4_FA20:4)","TG(53:4_FA20:4)"
"1038","TAG(53:5_FA20:4)","TG(53:5_FA20:4)"
"1039","TAG(53:6_FA20:4)","TG(53:6_FA20:4)"
"1040","TAG(54:0_FA16:0)","TG(54:0_FA16:0)"
"1041","TAG(54:0_FA18:0)","TG(54:0_FA18:0)"
"1042","TAG(54:1_FA16:0)","TG(54:1_FA16:0)"
"1043","TAG(54:1_FA18:0)","TG(54:1_FA18:0)"
"1044","TAG(54:1_FA18:1)","TG(54:1_FA18:1)"
"1045","TAG(54:1_FA20:0)","TG(54:1_FA20:0)"
"1046","TAG(54:1_FA20:1)","TG(54:1_FA20:1)"
"1047","TAG(54:2_FA16:0)","TG(54:2_FA16:0)"
"1048","TAG(54:2_FA18:0)","TG(54:2_FA18:0)"
"1049","TAG(54:2_FA18:1)","TG(54:2_FA18:1)"
"1050","TAG(54:2_FA18:2)","TG(54:2_FA18:2)"
"1051","TAG(54:2_FA20:0)","TG(54:2_FA20:0)"
"1052","TAG(54:2_FA20:1)","TG(54:2_FA20:1)"
"1053","TAG(54:2_FA20:2)","TG(54:2_FA20:2)"
"1054","TAG(54:3_FA16:0)","TG(54:3_FA16:0)"
"1055","TAG(54:3_FA16:1)","TG(54:3_FA16:1)"
"1056","TAG(54:3_FA18:0)","TG(54:3_FA18:0)"
"1057","TAG(54:3_FA18:1)","TG(54:3_FA18:1)"
"1058","TAG(54:3_FA18:2)","TG(54:3_FA18:2)"
"1059","TAG(54:3_FA18:3)","TG(54:3_FA18:3)"
"1060","TAG(54:3_FA20:1)","TG(54:3_FA20:1)"
"1061","TAG(54:3_FA20:2)","TG(54:3_FA20:2)"
"1062","TAG(54:3_FA20:3)","TG(54:3_FA20:3)"
"1063","TAG(54:4_FA16:0)","TG(54:4_FA16:0)"
"1064","TAG(54:4_FA16:1)","TG(54:4_FA16:1)"
"1065","TAG(54:4_FA18:0)","TG(54:4_FA18:0)"
"1066","TAG(54:4_FA18:1)","TG(54:4_FA18:1)"
"1067","TAG(54:4_FA18:2)","TG(54:4_FA18:2)"
"1068","TAG(54:4_FA18:3)","TG(54:4_FA18:3)"
"1069","TAG(54:4_FA20:1)","TG(54:4_FA20:1)"
"1070","TAG(54:4_FA20:2)","TG(54:4_FA20:2)"
"1071","TAG(54:4_FA20:3)","TG(54:4_FA20:3)"
"1072","TAG(54:4_FA20:4)","TG(54:4_FA20:4)"
"1073","TAG(54:4_FA22:4)","TG(54:4_FA22:4)"
"1074","TAG(54:5_FA16:0)","TG(54:5_FA16:0)"
"1075","TAG(54:5_FA16:1)","TG(54:5_FA16:1)"
"1076","TAG(54:5_FA18:0)","TG(54:5_FA18:0)"
"1077","TAG(54:5_FA18:1)","TG(54:5_FA18:1)"
"1078","TAG(54:5_FA18:2)","TG(54:5_FA18:2)"
"1079","TAG(54:5_FA18:3)","TG(54:5_FA18:3)"
"1080","TAG(54:5_FA20:2)","TG(54:5_FA20:2)"
"1081","TAG(54:5_FA20:3)","TG(54:5_FA20:3)"
"1082","TAG(54:5_FA20:4)","TG(54:5_FA20:4)"
"1083","TAG(54:5_FA20:5)","TG(54:5_FA20:5)"
"1084","TAG(54:5_FA22:4)","TG(54:5_FA22:4)"
"1085","TAG(54:5_FA22:5)","TG(54:5_FA22:5)"
"1086","TAG(54:6_FA16:0)","TG(54:6_FA16:0)"
"1087","TAG(54:6_FA16:1)","TG(54:6_FA16:1)"
"1088","TAG(54:6_FA18:1)","TG(54:6_FA18:1)"
"1089","TAG(54:6_FA18:2)","TG(54:6_FA18:2)"
"1090","TAG(54:6_FA18:3)","TG(54:6_FA18:3)"
"1091","TAG(54:6_FA20:3)","TG(54:6_FA20:3)"
"1092","TAG(54:6_FA20:4)","TG(54:6_FA20:4)"
"1093","TAG(54:6_FA20:5)","TG(54:6_FA20:5)"
"1094","TAG(54:6_FA22:5)","TG(54:6_FA22:5)"
"1095","TAG(54:6_FA22:6)","TG(54:6_FA22:6)"
"1096","TAG(54:7_FA16:1)","TG(54:7_FA16:1)"
"1097","TAG(54:7_FA18:1)","TG(54:7_FA18:1)"
"1098","TAG(54:7_FA18:2)","TG(54:7_FA18:2)"
"1099","TAG(54:7_FA18:3)","TG(54:7_FA18:3)"
"1100","TAG(54:7_FA20:4)","TG(54:7_FA20:4)"
"1101","TAG(54:7_FA20:5)","TG(54:7_FA20:5)"
"1102","TAG(54:7_FA22:5)","TG(54:7_FA22:5)"
"1103","TAG(54:7_FA22:6)","TG(54:7_FA22:6)"
"1104","TAG(54:8_FA18:2)","TG(54:8_FA18:2)"
"1105","TAG(54:8_FA18:3)","TG(54:8_FA18:3)"
"1106","TAG(54:8_FA20:4)","TG(54:8_FA20:4)"
"1107","TAG(54:8_FA20:5)","TG(54:8_FA20:5)"
"1108","TAG(54:8_FA22:6)","TG(54:8_FA22:6)"
"1109","TAG(55:1_FA16:0)","TG(55:1_FA16:0)"
"1110","TAG(55:1_FA18:1)","TG(55:1_FA18:1)"
"1111","TAG(55:2_FA18:1)","TG(55:2_FA18:1)"
"1112","TAG(55:2_FA18:2)","TG(55:2_FA18:2)"
"1113","TAG(55:3_FA18:1)","TG(55:3_FA18:1)"
"1114","TAG(55:3_FA18:2)","TG(55:3_FA18:2)"
"1115","TAG(55:4_FA18:1)","TG(55:4_FA18:1)"
"1116","TAG(55:4_FA18:2)","TG(55:4_FA18:2)"
"1117","TAG(55:5_FA18:1)","TG(55:5_FA18:1)"
"1118","TAG(55:5_FA18:2)","TG(55:5_FA18:2)"
"1119","TAG(55:5_FA20:4)","TG(55:5_FA20:4)"
"1120","TAG(55:7_FA22:6)","TG(55:7_FA22:6)"
"1121","TAG(56:1_FA16:0)","TG(56:1_FA16:0)"
"1122","TAG(56:1_FA18:1)","TG(56:1_FA18:1)"
"1123","TAG(56:10_FA18:2)","TG(56:10_FA18:2)"
"1124","TAG(56:2_FA16:0)","TG(56:2_FA16:0)"
"1125","TAG(56:2_FA18:0)","TG(56:2_FA18:0)"
"1126","TAG(56:2_FA20:0)","TG(56:2_FA20:0)"
"1127","TAG(56:2_FA20:1)","TG(56:2_FA20:1)"
"1128","TAG(56:3_FA16:0)","TG(56:3_FA16:0)"
"1129","TAG(56:3_FA18:0)","TG(56:3_FA18:0)"
"1130","TAG(56:3_FA18:1)","TG(56:3_FA18:1)"
"1131","TAG(56:3_FA18:2)","TG(56:3_FA18:2)"
"1132","TAG(56:3_FA20:0)","TG(56:3_FA20:0)"
"1133","TAG(56:3_FA20:1)","TG(56:3_FA20:1)"
"1134","TAG(56:3_FA20:2)","TG(56:3_FA20:2)"
"1135","TAG(56:4_FA16:0)","TG(56:4_FA16:0)"
"1136","TAG(56:4_FA18:0)","TG(56:4_FA18:0)"
"1137","TAG(56:4_FA18:1)","TG(56:4_FA18:1)"
"1138","TAG(56:4_FA18:2)","TG(56:4_FA18:2)"
"1139","TAG(56:4_FA20:1)","TG(56:4_FA20:1)"
"1140","TAG(56:4_FA20:2)","TG(56:4_FA20:2)"
"1141","TAG(56:4_FA20:3)","TG(56:4_FA20:3)"
"1142","TAG(56:4_FA20:4)","TG(56:4_FA20:4)"
"1143","TAG(56:4_FA22:4)","TG(56:4_FA22:4)"
"1144","TAG(56:5_FA16:0)","TG(56:5_FA16:0)"
"1145","TAG(56:5_FA18:0)","TG(56:5_FA18:0)"
"1146","TAG(56:5_FA18:1)","TG(56:5_FA18:1)"
"1147","TAG(56:5_FA18:2)","TG(56:5_FA18:2)"
"1148","TAG(56:5_FA20:1)","TG(56:5_FA20:1)"
"1149","TAG(56:5_FA20:2)","TG(56:5_FA20:2)"
"1150","TAG(56:5_FA20:3)","TG(56:5_FA20:3)"
"1151","TAG(56:5_FA20:4)","TG(56:5_FA20:4)"
"1152","TAG(56:5_FA22:4)","TG(56:5_FA22:4)"
"1153","TAG(56:5_FA22:5)","TG(56:5_FA22:5)"
"1154","TAG(56:6_FA16:0)","TG(56:6_FA16:0)"
"1155","TAG(56:6_FA18:0)","TG(56:6_FA18:0)"
"1156","TAG(56:6_FA18:1)","TG(56:6_FA18:1)"
"1157","TAG(56:6_FA18:2)","TG(56:6_FA18:2)"
"1158","TAG(56:6_FA18:3)","TG(56:6_FA18:3)"
"1159","TAG(56:6_FA20:2)","TG(56:6_FA20:2)"
"1160","TAG(56:6_FA20:3)","TG(56:6_FA20:3)"
"1161","TAG(56:6_FA20:4)","TG(56:6_FA20:4)"
"1162","TAG(56:6_FA20:5)","TG(56:6_FA20:5)"
"1163","TAG(56:6_FA22:4)","TG(56:6_FA22:4)"
"1164","TAG(56:6_FA22:5)","TG(56:6_FA22:5)"
"1165","TAG(56:6_FA22:6)","TG(56:6_FA22:6)"
"1166","TAG(56:7_FA16:0)","TG(56:7_FA16:0)"
"1167","TAG(56:7_FA16:1)","TG(56:7_FA16:1)"
"1168","TAG(56:7_FA18:0)","TG(56:7_FA18:0)"
"1169","TAG(56:7_FA18:1)","TG(56:7_FA18:1)"
"1170","TAG(56:7_FA18:2)","TG(56:7_FA18:2)"
"1171","TAG(56:7_FA18:3)","TG(56:7_FA18:3)"
"1172","TAG(56:7_FA20:3)","TG(56:7_FA20:3)"
"1173","TAG(56:7_FA20:4)","TG(56:7_FA20:4)"
"1174","TAG(56:7_FA20:5)","TG(56:7_FA20:5)"
